Timestamp,Symbol,Direction,Entry_Price,Exit_Price,Quantity,Margin_USDT,PNL_USDT,PNL_Percent,Exit_Reason,Duration_Minutes
2025-11-26 01:06:53,SOLUSDT,SHORT,,,,,33.46,11.61%,TP,
2025-11-26 01:06:53,ETHUSDT,LONG,,,,,-24.53,-8.21%,SL,
2025-11-26 01:16:56,BTCUSDT,SHORT,,,,,12.84,4.27%,TP,
2025-11-26 01:17:18,SOLUSDT,SHORT,,,,,1.02,4.99%,TP,
2025-11-26 01:17:19,SOLUSDT,SHORT,,,,,1.02,4.99%,TP,
2025-11-26 01:19:16,SOLUSDT,LONG,,,,,0.92,4.46%,TP,
2025-11-26 01:20:49,SOLUSDT,SHORT,,,,,9.32,4.54%,TP,
2025-11-26 01:21:15,SOLUSDT,SHORT,,,,,8.69,4.24%,TP,
2025-11-26 01:21:15,SOLUSDT,SHORT,,,,,8.69,4.24%,TP,
2025-11-26 01:22:17,SOLUSDT,SHORT,,,,,4.91,4.79%,TP,
2025-11-26 01:28:06,BTCUSDT,SHORT,,,,,4.07,4.07%,TP,
2025-11-26 01:33:16,SOLUSDT,SHORT,,,,,0.99,4.84%,TP,
2025-11-26 01:33:29,BNBUSDT,SHORT,,,,,2.49,4.16%,TP,
2025-11-26 01:35:08,BNBUSDT,SHORT,,,,,4.00,4.00%,TP,
2025-11-26 01:39:01,BTCUSDT,SHORT,,,,,0.93,4.29%,TP,
2025-11-26 01:48:04,BNBUSDT,SHORT,,,,,4.47,4.47%,TP,
2025-11-26 01:54:59,BTCUSDT,SHORT,,,,,4.34,4.35%,TP,
2025-11-26 02:02:47,SOLUSDT,SHORT,,,,,-10.05,-9.79%,SL,
2025-11-26 02:04:12,BTCUSDT,LONG,,,,,1.04,4.79%,TP,
2025-11-26 02:19:01,BNBUSDT,SHORT,,,,,-8.05,-8.02%,SL,
2025-11-26 03:39:00,SOLUSDT,LONG,,,,,-16.62,-8.12%,SL,
2025-11-26 04:04:24,SOLUSDT,SHORT,,,,,5.13,8.38%,TP,
2025-11-26 04:04:24,ETHUSDT,LONG,,,,,-22.51,-11.32%,SL,
2025-11-26 04:04:24,SOLUSDT,SHORT,,,,,5.13,8.38%,TP,
2025-11-26 04:04:24,BNBUSDT,LONG,,,,,-10.55,-10.60%,SL,
2025-11-26 04:04:34,SOLUSDT,SHORT,,,,,5.55,5.44%,TP,
2025-11-26 04:05:05,SOLUSDT,SHORT,,,,,8.77,8.60%,TP,
2025-11-26 04:05:07,SOLUSDT,SHORT,,,,,9.15,8.97%,TP,
2025-11-26 04:05:07,SOLUSDT,SHORT,,,,,9.15,8.97%,TP,
2025-11-26 04:08:26,SOLUSDT,SHORT,,,,,2.82,4.61%,TP,
2025-11-26 04:08:58,ETHUSDT,SHORT,,,,,4.15,4.16%,TP,
2025-11-26 04:13:16,BTCUSDT,LONG,,,,,-8.28,-8.32%,SL,
2025-11-26 04:16:19,BTCUSDT,SHORT,,,,,4.09,4.12%,TP,
2025-11-26 04:19:04,BNBUSDT,SHORT,,,,,15.58,5.21%,TP,
2025-11-26 04:19:30,SOLUSDT,SHORT,,,,,9.76,4.80%,TP,
2025-11-26 04:19:31,BNBUSDT,SHORT,,,,,4.58,4.59%,TP,
2025-11-26 04:19:41,BNBUSDT,SHORT,,,,,4.42,4.43%,TP,
2025-11-26 04:21:15,BTCUSDT,SHORT,,,,,8.07,4.06%,TP,
2025-11-26 04:21:38,ETHUSDT,SHORT,,,,,10.79,5.42%,TP,
2025-11-26 04:21:39,BNBUSDT,SHORT,,,,,4.31,4.32%,TP,
2025-11-26 04:41:15,BTCUSDT,LONG,,,,,1.90,4.89%,TP,
2025-11-26 04:41:54,ETHUSDT,SHORT,,,,,-16.08,-8.01%,SL,
2025-11-26 05:05:53,BNBUSDT,SHORT,,,,,-17.83,-8.89%,SL,
2025-11-26 05:16:52,ETHUSDT,LONG,,,,,4.41,4.40%,TP,
2025-11-26 05:20:36,SOLUSDT,SHORT,,,,,-17.70,-8.66%,SL,
2025-11-26 05:27:05,BTCUSDT,LONG,,,,,4.15,4.16%,TP,
2025-11-26 05:27:06,BTCUSDT,LONG,,,,,0.90,4.16%,TP,
2025-11-26 05:39:40,BNBUSDT,LONG,,,,,13.35,4.44%,TP,
2025-11-26 05:39:40,BNBUSDT,LONG,,,,,13.63,4.53%,TP,
2025-11-26 05:39:41,BNBUSDT,LONG,,,,,13.63,4.53%,TP,
2025-11-26 05:40:38,ETHUSDT,LONG,,,,,14.51,4.82%,TP,
2025-11-26 05:40:39,ETHUSDT,LONG,,,,,14.51,4.82%,TP,
2025-11-26 05:40:39,ETHUSDT,LONG,,,,,16.60,5.52%,TP,
2025-11-26 05:47:39,BNBUSDT,LONG,,,,,2.52,4.19%,TP,
2025-11-26 05:58:08,BNBUSDT,LONG,,,,,12.53,4.17%,TP,
2025-11-26 05:59:24,ETHUSDT,LONG,,,,,18.02,5.98%,TP,
2025-11-26 05:59:24,ETHUSDT,LONG,,,,,17.89,5.94%,TP,
2025-11-26 05:59:24,BNBUSDT,LONG,,,,,3.57,5.93%,TP,
2025-11-26 05:59:25,BNBUSDT,LONG,,,,,3.61,6.01%,TP,
2025-11-26 06:12:43,BTCUSDT,LONG,,,,,13.25,4.40%,TP,
2025-11-26 06:12:43,BTCUSDT,LONG,,,,,13.25,4.40%,TP,
2025-11-26 06:13:55,BNBUSDT,LONG,,,,,13.95,4.63%,TP,
2025-11-26 06:13:56,BNBUSDT,LONG,,,,,13.95,4.63%,TP,
2025-11-26 06:24:59,SOLUSDT,LONG,,,,,12.88,4.17%,TP,
2025-11-26 06:24:59,SOLUSDT,LONG,,,,,12.83,4.16%,TP,
2025-11-26 06:27:38,ETHUSDT,LONG,,,,,12.43,4.13%,TP,
2025-11-26 06:31:52,SOLUSDT,LONG,,,,,-30.61,-9.98%,SL,
2025-11-26 06:34:05,BNBUSDT,LONG,,,,,-27.51,-9.21%,SL,
2025-11-26 06:40:17,BTCUSDT,LONG,,,,,3.44,5.62%,TP,
2025-11-26 06:40:53,ETHUSDT,LONG,,,,,9.97,4.97%,TP,
2025-11-26 06:41:02,BNBUSDT,SHORT,,,,,-8.23,-8.20%,SL,
2025-11-26 06:49:02,BNBUSDT,SHORT,,,,,-26.36,-8.76%,SL,
2025-11-26 06:49:52,SOLUSDT,LONG,,,,,20.04,6.45%,TP,
2025-11-26 06:49:52,SOLUSDT,LONG,,,,,20.04,6.45%,TP,
2025-11-26 06:49:52,SOLUSDT,LONG,,,,,19.72,6.35%,TP,
2025-11-26 06:49:53,ETHUSDT,LONG,,,,,17.18,5.71%,TP,
2025-11-26 06:49:53,ETHUSDT,LONG,,,,,17.18,5.71%,TP,
2025-11-26 06:49:53,BTCUSDT,LONG,,,,,9.45,4.69%,TP,
2025-11-26 06:49:53,BTCUSDT,LONG,,,,,9.45,4.69%,TP,
2025-11-26 06:49:54,ETHUSDT,LONG,,,,,17.20,5.71%,TP,
2025-11-26 06:49:55,BTCUSDT,LONG,,,,,9.45,4.69%,TP,
2025-11-26 06:51:30,SOLUSDT,LONG,,,,,-38.40,-12.46%,SL,
2025-11-26 06:52:46,ETHUSDT,LONG,,,,,-24.84,-8.31%,SL,
2025-11-26 06:53:24,SOLUSDT,LONG,,,,,3.15,5.10%,TP,
2025-11-26 06:55:18,SOLUSDT,LONG,,,,,-40.05,-13.07%,SL,
2025-11-26 06:55:18,BTCUSDT,LONG,,,,,-25.28,-8.41%,SL,
2025-11-26 06:58:30,ETHUSDT,LONG,,,,,-28.47,-9.54%,SL,
2025-11-26 06:59:14,BTCUSDT,LONG,,,,,-27.01,-9.01%,SL,
2025-11-26 07:21:26,BTCUSDT,SHORT,,,,,2.68,4.41%,TP,
2025-11-26 07:21:26,BTCUSDT,SHORT,,,,,2.66,4.37%,TP,
2025-11-26 07:27:39,BNBUSDT,SHORT,,,,,-25.25,-8.37%,SL,
2025-11-26 07:28:15,ETHUSDT,SHORT,,,,,-26.13,-8.67%,SL,
2025-11-26 07:45:21,BTCUSDT,SHORT,,,,,0.92,4.23%,TP,
2025-11-26 07:46:19,BNBUSDT,LONG,,,,,-4.31,-10.88%,SL,
2025-11-26 07:49:36,SOLUSDT,SHORT,,,,,-8.70,-8.50%,SL,
2025-11-26 07:53:58,SOLUSDT,SHORT,,,,,-18.43,-8.98%,SL,
2025-11-26 08:04:11,BTCUSDT,SHORT,,,,,-16.89,-8.42%,SL,
2025-11-26 08:36:38,BNBUSDT,LONG,,,,,9.06,4.51%,TP,
2025-11-26 08:37:11,BNBUSDT,LONG,,,,,1.60,4.00%,TP,
2025-11-26 08:52:05,ETHUSDT,LONG,,,,,-3.77,-9.47%,SL,
2025-11-26 08:57:38,BNBUSDT,LONG,,,,,2.21,5.51%,TP,
2025-11-26 09:01:15,BNBUSDT,LONG,,,,,14.76,4.92%,TP,
2025-11-26 09:01:16,BNBUSDT,LONG,,,,,14.76,4.92%,TP,
2025-11-26 09:01:16,BTCUSDT,LONG,,,,,1.76,4.46%,TP,
2025-11-26 09:01:16,BTCUSDT,LONG,,,,,1.84,4.65%,TP,
2025-11-26 09:01:19,BTCUSDT,LONG,,,,,1.76,4.46%,TP,
2025-11-26 09:02:34,BNBUSDT,LONG,,,,,12.71,4.23%,TP,
2025-11-26 09:02:34,BNBUSDT,LONG,,,,,13.36,4.45%,TP,
2025-11-26 09:05:05,BNBUSDT,LONG,,,,,13.05,4.34%,TP,
2025-11-26 09:05:06,BNBUSDT,LONG,,,,,13.05,4.34%,TP,
2025-11-26 09:07:33,BNBUSDT,LONG,,,,,17.94,5.95%,TP,
2025-11-26 09:13:05,BNBUSDT,LONG,,,,,12.65,4.21%,TP,
2025-11-26 09:13:05,BNBUSDT,LONG,,,,,12.65,4.21%,TP,
2025-11-26 09:24:06,BNBUSDT,LONG,,,,,22.05,7.32%,TP,
2025-11-26 09:25:20,BNBUSDT,LONG,,,,,5.00,4.99%,TP,
2025-11-26 09:25:53,BTCUSDT,LONG,,,,,16.87,5.55%,TP,
2025-11-26 09:25:53,BTCUSDT,LONG,,,,,16.87,5.55%,TP,
2025-11-26 09:26:29,ETHUSDT,SHORT,,,,,-27.54,-9.14%,SL,
2025-11-26 09:26:31,BTCUSDT,LONG,,,,,10.73,5.28%,TP,
2025-11-26 09:28:18,BNBUSDT,LONG,,,,,3.02,7.56%,TP,
2025-11-26 09:28:18,BTCUSDT,LONG,,,,,5.97,9.61%,TP,
2025-11-26 09:29:06,SOLUSDT,LONG,,,,,15.42,5.30%,TP,
2025-11-26 09:29:07,SOLUSDT,LONG,,,,,15.42,5.30%,TP,
2025-11-26 09:29:07,SOLUSDT,LONG,,,,,15.42,5.30%,TP,
2025-11-26 09:29:45,SOLUSDT,LONG,,,,,8.22,4.24%,TP,
2025-11-26 09:29:45,SOLUSDT,LONG,,,,,8.08,4.17%,TP,
2025-11-26 09:29:46,SOLUSDT,LONG,,,,,4.04,4.17%,TP,
2025-11-26 09:33:08,SOLUSDT,LONG,,,,,17.22,5.90%,TP,
2025-11-26 09:33:46,SOLUSDT,LONG,,,,,12.54,6.44%,TP,
2025-11-26 09:33:47,SOLUSDT,LONG,,,,,18.81,6.44%,TP,
2025-11-26 09:33:47,BNBUSDT,LONG,,,,,21.83,7.26%,TP,
2025-11-26 09:33:47,BNBUSDT,LONG,,,,,21.83,7.26%,TP,
2025-11-26 09:33:47,SOLUSDT,LONG,,,,,6.14,6.31%,TP,
2025-11-26 09:33:48,BNBUSDT,LONG,,,,,19.12,6.36%,TP,
2025-11-26 09:34:29,SOLUSDT,LONG,,,,,4.90,5.03%,TP,
2025-11-26 09:34:30,SOLUSDT,LONG,,,,,4.90,5.03%,TP,
2025-11-26 09:34:31,SOLUSDT,LONG,,,,,4.85,4.98%,TP,
2025-11-26 09:35:10,SOLUSDT,LONG,,,,,6.58,6.75%,TP,
2025-11-26 09:35:10,ETHUSDT,LONG,,,,,5.86,9.72%,TP,
2025-11-26 09:35:11,BTCUSDT,LONG,,,,,3.47,5.58%,TP,
2025-11-26 09:35:12,SOLUSDT,LONG,,,,,9.26,4.75%,TP,
2025-11-26 09:35:12,SOLUSDT,LONG,,,,,9.26,4.75%,TP,
2025-11-26 09:36:26,SOLUSDT,LONG,,,,,3.27,5.87%,TP,
2025-11-26 09:36:32,SOLUSDT,LONG,,,,,10.64,5.44%,TP,
2025-11-26 09:36:32,SOLUSDT,LONG,,,,,10.64,5.44%,TP,
2025-11-26 09:37:02,SOLUSDT,LONG,,,,,4.44,4.54%,TP,
2025-11-26 09:37:02,BTCUSDT,LONG,,,,,13.40,4.36%,TP,
2025-11-26 09:37:13,SOLUSDT,LONG,,,,,9.92,5.07%,TP,
2025-11-26 09:37:13,ETHUSDT,LONG,,,,,2.50,4.16%,TP,
2025-11-26 09:37:14,SOLUSDT,LONG,,,,,9.92,5.07%,TP,
2025-11-26 09:37:15,ETHUSDT,LONG,,,,,2.50,4.16%,TP,
2025-11-26 09:42:04,BTCUSDT,LONG,,,,,8.81,4.49%,TP,
2025-11-26 09:42:25,ETHUSDT,LONG,,,,,4.02,4.01%,TP,
2025-11-26 09:42:40,SOLUSDT,LONG,,,,,7.91,4.04%,TP,
2025-11-26 09:42:40,ETHUSDT,LONG,,,,,4.13,4.12%,TP,
2025-11-26 09:42:41,BNBUSDT,LONG,,,,,14.78,4.91%,TP,
2025-11-26 09:42:41,ETHUSDT,LONG,,,,,8.26,4.12%,TP,
2025-11-26 09:42:42,BNBUSDT,LONG,,,,,14.78,4.91%,TP,
2025-11-26 09:43:15,BNBUSDT,LONG,,,,,4.94,4.94%,TP,
2025-11-26 09:45:30,SOLUSDT,LONG,,,,,2.73,4.88%,TP,
2025-11-26 09:45:30,ETHUSDT,LONG,,,,,1.51,7.55%,TP,
2025-11-26 09:45:30,BNBUSDT,LONG,,,,,0.90,4.52%,TP,
2025-11-26 09:46:51,SOLUSDT,LONG,,,,,6.72,6.84%,TP,
2025-11-26 09:46:51,SOLUSDT,LONG,,,,,6.77,6.90%,TP,
2025-11-26 09:46:53,SOLUSDT,LONG,,,,,6.45,6.57%,TP,
2025-11-26 09:47:31,SOLUSDT,LONG,,,,,22.67,11.51%,TP,
2025-11-26 09:47:31,SOLUSDT,LONG,,,,,22.67,11.51%,TP,
2025-11-26 09:47:31,ETHUSDT,LONG,,,,,3.42,5.69%,TP,
2025-11-26 09:47:31,ETHUSDT,LONG,,,,,3.42,5.69%,TP,
2025-11-26 09:47:33,SOLUSDT,LONG,,,,,11.48,11.66%,TP,
2025-11-26 09:48:17,SOLUSDT,LONG,,,,,9.33,4.73%,TP,
2025-11-26 09:48:18,SOLUSDT,LONG,,,,,9.33,4.73%,TP,
2025-11-26 09:48:20,SOLUSDT,LONG,,,,,5.04,5.12%,TP,
2025-11-26 09:48:55,SOLUSDT,LONG,,,,,10.92,5.54%,TP,
2025-11-26 09:48:56,SOLUSDT,LONG,,,,,10.92,5.54%,TP,
2025-11-26 09:48:58,SOLUSDT,LONG,,,,,5.32,5.40%,TP,
2025-11-26 09:53:55,ETHUSDT,LONG,,,,,-25.16,-8.42%,SL,
2025-11-26 09:55:38,ETHUSDT,SHORT,,,,,-24.87,-8.27%,SL,
2025-11-26 10:01:43,BNBUSDT,LONG,,,,,14.49,4.82%,TP,
2025-11-26 10:02:18,SOLUSDT,LONG,,,,,4.45,7.89%,TP,
2025-11-26 10:03:09,BNBUSDT,LONG,,,,,5.11,5.10%,TP,
2025-11-26 10:03:30,BNBUSDT,LONG,,,,,8.41,4.21%,TP,
2025-11-26 10:03:30,BNBUSDT,LONG,,,,,8.41,4.21%,TP,
2025-11-26 10:05:41,ETHUSDT,SHORT,,,,,-25.20,-8.36%,SL,
2025-11-26 10:07:54,SOLUSDT,LONG,,,,,12.04,12.14%,TP,
2025-11-26 10:07:54,BNBUSDT,LONG,,,,,4.05,4.05%,TP,
2025-11-26 10:08:22,ETHUSDT,LONG,,,,,0.94,4.69%,TP,
2025-11-26 10:08:31,SOLUSDT,SHORT,,,,,-15.44,-15.55%,SL,
2025-11-26 10:09:04,SOLUSDT,LONG,,,,,9.03,9.10%,TP,
2025-11-26 10:09:12,SOLUSDT,LONG,,,,,9.10,9.16%,TP,
2025-11-26 10:09:12,SOLUSDT,LONG,,,,,9.10,9.16%,TP,
2025-11-26 10:11:02,SOLUSDT,LONG,,,,,35.39,11.86%,TP,
2025-11-26 10:13:27,SOLUSDT,LONG,,,,,12.61,4.22%,TP,
2025-11-26 10:14:07,SOLUSDT,LONG,,,,,8.12,4.07%,TP,
2025-11-26 10:14:07,SOLUSDT,LONG,,,,,8.12,4.07%,TP,
2025-11-26 10:15:11,ETHUSDT,LONG,,,,,8.36,4.17%,TP,
2025-11-26 10:15:14,SOLUSDT,LONG,,,,,4.06,4.07%,TP,
2025-11-26 10:15:14,SOLUSDT,LONG,,,,,4.06,4.07%,TP,
2025-11-26 10:15:55,SOLUSDT,LONG,,,,,8.80,8.78%,TP,
2025-11-26 10:15:56,SOLUSDT,LONG,,,,,17.79,8.87%,TP,
2025-11-26 10:15:56,SOLUSDT,LONG,,,,,17.79,8.87%,TP,
2025-11-26 10:16:36,SOLUSDT,LONG,,,,,6.99,6.97%,TP,
2025-11-26 10:16:36,SOLUSDT,LONG,,,,,13.83,6.89%,TP,
2025-11-26 10:16:37,SOLUSDT,LONG,,,,,6.99,6.98%,TP,
2025-11-26 10:17:45,SOLUSDT,LONG,,,,,12.33,4.09%,TP,
2025-11-26 10:21:26,SOLUSDT,LONG,,,,,12.60,4.18%,TP,
2025-11-26 10:23:06,SOLUSDT,LONG,,,,,8.65,4.29%,TP,
2025-11-26 10:23:06,SOLUSDT,LONG,,,,,8.65,4.29%,TP,
2025-11-26 10:25:41,SOLUSDT,LONG,,,,,4.88,4.84%,TP,
2025-11-26 10:25:42,SOLUSDT,LONG,,,,,4.88,4.84%,TP,
2025-11-26 10:27:23,BTCUSDT,SHORT,,,,,-24.29,-8.15%,SL,
2025-11-26 10:33:22,BTCUSDT,SHORT,,,,,13.62,4.59%,TP,
2025-11-26 10:34:01,SOLUSDT,LONG,,,,,-28.59,-9.49%,SL,
2025-11-26 10:37:43,BTCUSDT,SHORT,,,,,8.56,4.33%,TP,
2025-11-26 10:37:52,BNBUSDT,SHORT,,,,,8.78,4.40%,TP,
2025-11-26 10:37:53,ETHUSDT,LONG,,,,,-33.58,-11.25%,SL,
2025-11-26 10:38:27,SOLUSDT,SHORT,,,,,4.90,4.90%,TP,
2025-11-26 10:38:32,SOLUSDT,SHORT,,,,,5.05,5.05%,TP,
2025-11-26 10:38:34,SOLUSDT,SHORT,,,,,5.60,5.60%,TP,
2025-11-26 10:44:05,BTCUSDT,SHORT,,,,,11.86,4.00%,TP,
2025-11-26 10:44:36,ETHUSDT,SHORT,,,,,12.57,4.20%,TP,
2025-11-26 10:44:45,ETHUSDT,SHORT,,,,,8.39,4.20%,TP,
2025-11-26 10:44:46,ETHUSDT,SHORT,,,,,8.39,4.20%,TP,
2025-11-26 10:48:22,SOLUSDT,SHORT,,,,,-32.07,-10.62%,SL,
2025-11-26 10:56:49,BNBUSDT,SHORT,,,,,-8.22,-8.17%,SL,
2025-11-26 10:57:50,SOLUSDT,LONG,,,,,12.37,4.08%,TP,
2025-11-26 10:57:58,ETHUSDT,SHORT,,,,,-8.31,-8.28%,SL,
2025-11-26 10:58:33,SOLUSDT,LONG,,,,,7.98,7.89%,TP,
2025-11-26 10:58:35,SOLUSDT,LONG,,,,,5.91,5.84%,TP,
2025-11-26 10:59:11,SOLUSDT,LONG,,,,,0.90,4.15%,TP,
2025-11-26 11:12:46,BNBUSDT,SHORT,,,,,12.65,4.23%,TP,
2025-11-26 11:12:47,BNBUSDT,SHORT,,,,,14.01,4.68%,TP,
2025-11-26 11:13:18,ETHUSDT,SHORT,,,,,14.13,4.72%,TP,
2025-11-26 11:13:19,ETHUSDT,SHORT,,,,,14.13,4.72%,TP,
2025-11-26 11:13:27,SOLUSDT,LONG,,,,,-28.56,-9.46%,SL,
